,pos_key_pos,companyid_pb,pb_idx,method,score,src_file,rank,company_raw_pos,company_linkedin_url_pos,company_cleaned_pos,location_raw_pos,region_pos,country_pos,state_pos,metro_area_pos,weight_pos,rcid_pos,company_name_pos,ultimate_parent_rcid_pos,ultimate_parent_company_name_pos,onet_code_pos,onet_title_pos,ticker_pos,exchange_pos,cusip_pos,naics_code_pos,naics_description_pos,company_pos,linkedin_headquarters_pos,gvkey_pos,country_std_pos,state_std_pos,_first_name_raw_pos,company_norm_pos,linkedin_norm_pos,website_domain_pos,hqcountry_pb,hqstate_province_pb,country_std_pb,state_std_pb,companyname_pb,companyalsoknownas_pb,companylegalname_pb,companyformername_pb,file
469,individual_position_0126_part_01_with_company.parquet::14492,55394-02,25900.0,fuzzy,100.0,individual_position_0126_part_01_with_company.parquet,3,Pygg,linkedin.com/company/pygg,pygg,"Sydney, Australia",Pacific Islands,Australia,New South Wales,sydney metropolitan area,1.0675799,93017919.0,Pygg,93017919.0,Pygg,11-2021.00,Marketing Managers,,,,,,Pygg,"Surry Hills, NSW",,Australia,,pygg,pygg,http://linkedin.com/company/pygg,pygg.co,Australia,New South Wales,Australia,,Spot Parking,Spot,Spot Parking Pty Ltd.,Pygg,individual_position_0126_part_01_with_company.parquet
470,individual_position_0126_part_01_with_company.parquet::14496,57378-43,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,"HSP Imaging, ltd",linkedin.com/company/hsp-imaging-ltd,hsp imaging ltd,"Fenton, Michigan, United States

            Contact Info",Northern America,United States,Michigan,michigan nonmetropolitan area,1.0783848,13441908.0,Hsp Imaging,13441908.0,Hsp Imaging,27-4021.00,Photographers,,,,,,Hsp Imaging,"Mansfield, OH",,United States,MI,hsp imaging ltd,hsp imaging,http://linkedin.com/company/hsp-imaging-ltd,,United States,Michigan,United States,MI,SEMI 327,,SEMI 327 LLC,,individual_position_0126_part_01_with_company.parquet
471,individual_position_0126_part_01_with_company.parquet::145,57194-74,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,"Montpellier, Ville, Métropole et CCAS",linkedin.com/company/montpellier-ville-metropole-et-ccas,montpellier ville métropole et ccas,"Montpellier, Occitanie, France",Western Europe,France,Occitanie,montpellier metropolitan area,1.2914364,94487219.0,Montpellier Ville Métropole Et Ccas,94487219.0,Montpellier Ville Métropole Et Ccas,53-4041.00,Subway and Streetcar Operators,,,,,,Montpellier Ville Métropole Et Ccas,"Montpellier, Occitanie",,France,,montpellier ville métropole et ccas,montpellier ville metropole et ccas,http://linkedin.com/company/montpellier-ville-metropole-et-ccas,,France,Cedex 1,France,,Synt:em,Synt em SA,Synt:em S.A.,,individual_position_0126_part_01_with_company.parquet
472,individual_position_0126_part_01_with_company.parquet::1453,10173-43,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,WILLIAMSON COUNTY STATE'S ATTORNEY'S OFFICE,linkedin.com/company/williamson-county-state's-attorney's-office,williamson county state s attorney s office,"Georgetown, Texas, United States",Northern America,United States,Texas,austin metropolitan area,1.1713886,7162330.0,Williamson County States Attorneys Office,7162330.0,Williamson County States Attorneys Office,35-3041.00,"Food Servers, Nonrestaurant",,,,,,Williamson County States Attorneys Office,"Marion, Illinois",,United States,TX,williamson county state s attorney s office,williamson county state s attorney s office,http://linkedin.com/company/williamson-county-state's-attorney's-office,,United States,Texas,United States,TX,EXE Technologies,EXE,"EXE Technologies, Inc.","Neptune Systems, Dallas Systems Corporation",individual_position_0126_part_01_with_company.parquet
473,individual_position_0126_part_01_with_company.parquet::14531,54803-44,,linkedin,100.0,individual_position_0126_part_01_with_company.parquet,1,NetAmbit,linkedin.com/company/netambitforgrowth,netambit,"Chennai, Tamil Nadu, India",Southern Asia,India,Tamil Nadu,chennai metropolitan area,1.6541498,274993.0,NetAmbit Value First Services Pvt Ltd.,274993.0,NetAmbit Value First Services Pvt Ltd.,11-2022.00,Sales Managers,,,,541990,"All Other Professional, Scientific, and Technical Services",NetAmbit Value First Services Pvt Ltd.,"Noida, Uttar Pradesh",,India,,netambit,netambit,http://linkedin.com/company/netambitforgrowth,netambit.com,India,Uttar Pradesh,India,,NetAmbit,,NetAmbit Value First Services Private Limited,,individual_position_0126_part_01_with_company.parquet
474,individual_position_0126_part_01_with_company.parquet::14541,56747-62,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Belron UK Limited,linkedin.com/company/belron-uk-limited,belron uk limited,"Lincoln, England, United Kingdom",Northern Europe,United Kingdom,England,nottingham metropolitan area,1.1103027,2305513.0,Belron Uk Limited,2305513.0,Belron Uk Limited,11-2022.00,Sales Managers,,,,,,Belron Uk Limited,Bedford,,United Kingdom,,belron uk limited,belron uk,http://linkedin.com/company/belron-uk-limited,,United Kingdom,England,United Kingdom,,City Invoice Finance,City Invoice,City Invoice Finance Limited,,individual_position_0126_part_01_with_company.parquet
475,individual_position_0126_part_01_with_company.parquet::14572,58051-00,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Minimercado,,minimercado,Povoa de Varzim,Southern Europe,Portugal,Porto,porto metropolitan area,1.5147978,5006190.0,Minimercado,5006190.0,Minimercado,53-6061.00,Passenger Attendants,,,,,,Minimercado,VALENCIA,,Portugal,,minimercado,minimercado,http://linkedin.com/company/minimercado,,Portugal,,Portugal,,Biomode,,Biomode SA,,individual_position_0126_part_01_with_company.parquet
476,individual_position_0126_part_01_with_company.parquet::14576,338544-91,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,PT Paramadaksa Teknologi Nusantara,,pt paramadaksa teknologi nusantara,"Tangerang, Banten, Indonesia",South-Eastern Asia,Indonesia,Banten,jakarta metropolitan area,1.2556324,93089621.0,Nexsoft Indonesia,93089621.0,Nexsoft Indonesia,15-1254.00,Web Developers,,,,,,Nexsoft Indonesia,,,Indonesia,,pt paramadaksa teknologi nusantara,pt paramadaksa teknologi nusantara,http://linkedin.com/company/nexsoft,,Indonesia,,Indonesia,,Gw id,,,,individual_position_0126_part_01_with_company.parquet
477,individual_position_0126_part_01_with_company.parquet::14584,57218-41,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Avvocato,,avvocato,"Rome, Latium, Italy",Southern Europe,Italy,Lazio,rome metropolitan area,1.2344255,93491629.0,Avvocato Civilista,93491629.0,Avvocato Civilista,23-1011.00,Lawyers,,,,,,Avvocato Civilista,,,Italy,,avvocato,avvocato,http://linkedin.com/company/avvocato-civilista,,Italy,Milan,Italy,,Samares,,Samares SpA,,individual_position_0126_part_01_with_company.parquet
478,individual_position_0126_part_01_with_company.parquet::14586,57194-74,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,MAISON DE RETRAITE,linkedin.com/company/maison-de-retraite,maison de retraite,"Nancy, Grand Est, France",Western Europe,France,Grand Est,metz metropolitan area,1.5871927,4443450.0,Maison de Retraite,4443450.0,Maison de Retraite,37-2012.00,Maids and Housekeeping Cleaners,,,,623312,Assisted Living Facilities for the Elderly,Maison de Retraite,"Boeschepe, Nord",,France,,maison de retraite,maison de retraite,http://linkedin.com/company/maison-de-retraite,,France,Cedex 1,France,,Synt:em,Synt em SA,Synt:em S.A.,,individual_position_0126_part_01_with_company.parquet
479,individual_position_0126_part_01_with_company.parquet::14609,56941-84,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,MCB Serviços e Mineração,linkedin.com/company/mcb-servi-os-e-minera-o,mcb serviços e mineração,"Belo Horizonte, Minas Gerais, Brazil",Southern America,Brazil,Minas Gerais,belo horizonte metropolitan area,1.1547743,956105.0,MCB Serviços e Mineração Ltda,660057.0,Sandvik Aktiebolag,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",,,,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,MCB Serviços e Mineração Ltda,BH,,Brazil,,mcb serviços e mineração,mcb servicos e mineracao,http://linkedin.com/company/mcb-servi-os-e-minera-o,,Brazil,,Brazil,,Goshme Solucoes Para a Internet,GoshMe,Goshme Solucoes Para a Internet Ltd,,individual_position_0126_part_01_with_company.parquet
480,individual_position_0126_part_01_with_company.parquet::14611,56941-84,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Mpe - Ministério Público Estadual,linkedin.com/company/mpe---minist%C3%A9rio-p%C3%BAblico-estadual,mpe ministério público estadual,"Belém, Pará, Brasil",Southern America,Brazil,Para,belem metropolitan area,1.5008917,5084680.0,Mpe Ministério Público Estadual,5084680.0,Mpe Ministério Público Estadual,53-3053.00,Shuttle Drivers and Chauffeurs,,,,,,Mpe Ministério Público Estadual,,,Brazil,,mpe ministério público estadual,mpe ministerio publico estadual,http://linkedin.com/company/mpe---ministério-público-estadual,,Brazil,,Brazil,,Goshme Solucoes Para a Internet,GoshMe,Goshme Solucoes Para a Internet Ltd,,individual_position_0126_part_01_with_company.parquet
481,individual_position_0126_part_01_with_company.parquet::14631,82915-57,,linkedin,100.0,individual_position_0126_part_01_with_company.parquet,1,Amity University,linkedin.com/school/amity-university,amity university,"Noida, Uttar Pradesh, India",Southern Asia,India,Uttar Pradesh,delhi metropolitan area,1.0096508,446183.0,Amity University /Hol/,446183.0,Amity University /Hol/,25-1123.00,"English Language and Literature Teachers, Postsecondary",,,,611310,"Colleges, Universities, and Professional Schools",Amity University /Hol/,,,India,,amity university,amity university,http://linkedin.com/company/amity-university,amity.edu,India,Uttar Pradesh,India,,Amity University,Amity,,,individual_position_0126_part_01_with_company.parquet
482,individual_position_0126_part_01_with_company.parquet::14645,338544-91,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,ibu rumah tangga,,ibu rumah tangga,"Bali, Indonesia",South-Eastern Asia,Indonesia,Bali,indonesia nonmetropolitan area,2.1224632,2210856.0,Ayatama Energi Trisco Nusantara,2210856.0,Ayatama Energi Trisco Nusantara,,,,,,,,Ayatama Energi Trisco Nusantara,,,Indonesia,,ibu rumah tangga,ibu rumah tangga,http://linkedin.com/company/ayatama-energi-trisco-nusantara,,Indonesia,,Indonesia,,Gw id,,,,individual_position_0126_part_01_with_company.parquet
483,individual_position_0126_part_01_with_company.parquet::14657,10810-63,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,sulekha.com,linkedin.com/company/sulekha-com,sulekha com,"Chennai Area, India",Southern Asia,India,Tamil Nadu,chennai metropolitan area,2.266856,6451153.0,Sulekha Com,6451153.0,Sulekha Com,43-4051.00,Customer Service Representatives,,,,,,Sulekha Com,,,India,,sulekha com,sulekha com,http://linkedin.com/company/sulekha-com,,India,Andhra Pradesh,India,,Nipuna Services,Nipuna,Nipuna Services Limited,,individual_position_0126_part_01_with_company.parquet
484,individual_position_0126_part_01_with_company.parquet::14664,482159-17,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,ASEKorea,linkedin.com/company/asekorea,asekorea,South Korea,Eastern Asia,South Korea,empty,south korea nonmetropolitan area,1.1673518,93503643.0,Asekorea,93503643.0,Asekorea,17-2031.00,Bioengineers and Biomedical Engineers,,,,,,Asekorea,,,"Korea, Republic of",,asekorea,asekorea,http://linkedin.com/company/asekorea,,South Korea,,"Korea, Republic of",,Portrai,,,,individual_position_0126_part_01_with_company.parquet
485,individual_position_0126_part_01_with_company.parquet::14667,164416-15,,linkedin,100.0,individual_position_0126_part_01_with_company.parquet,1,Cytecare Cancer Hospitals,linkedin.com/company/cytecare-hospitals,cytecare cancer hospitals,"Bengaluru, Karnataka, India",Southern Asia,India,Karnataka,bengaluru metropolitan area,2.3124297,394999.0,Cytecare Hospitals Pvt Ltd.,394999.0,Cytecare Hospitals Pvt Ltd.,13-2011.00,Accountants and Auditors,,,,622310,Specialty (except Psychiatric and Substance Abuse) Hospitals,Cytecare Hospitals Pvt Ltd.,"Bangalore, Karnataka",,India,,cytecare cancer hospitals,cytecare cancer hospitals,http://linkedin.com/company/cytecare-hospitals,cytecare.com,India,Karnataka,India,,Cytecare Hospitals,Cytecare,Cytecare Hospitals Pvt. Ltd.,,individual_position_0126_part_01_with_company.parquet
486,individual_position_0126_part_01_with_company.parquet::14677,57377-62,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Bustos Media,linkedin.com/company/bustos-media,bustos media,"Salt Lake City, Utah, United States",Northern America,United States,Utah,salt lake city metropolitan area,1.0173099,22160741.0,Bustos Media Holdings LLC,22182343.0,Bustos Asset Management LLC,27-2012.03,Media Programming Directors,,,,516110,Radio Broadcasting Stations,Bustos Media Holdings LLC,,,United States,UT,bustos media,bustos media,http://linkedin.com/company/bustos-media,,United States,Utah,United States,UT,Sundance Properties I,,"Sundance Properties I, LLC",,individual_position_0126_part_01_with_company.parquet
487,individual_position_0126_part_01_with_company.parquet::14697,51309-64,,linkedin,100.0,individual_position_0126_part_01_with_company.parquet,1,Media by Kantar,linkedin.com/company/kantar-media,media by kantar,United Kingdom,Northern Europe,United Kingdom,empty,united kingdom nonmetropolitan area,1.055227,14209682.0,Kantar Media GmbH,22268560.0,Kantar Group Holdings Ltd.,13-1161.01,Search Marketing Strategists,,,,541840,Media Representatives,Kantar Media GmbH,London,,United Kingdom,,media by kantar,media by kantar,http://linkedin.com/company/kantar-media,kantarmedia.com,United Kingdom,England,United Kingdom,,Kantar Media,,Kantar Media UK Ltd.,,individual_position_0126_part_01_with_company.parquet
488,individual_position_0126_part_01_with_company.parquet::14705,57883-69,,linkedin,100.0,individual_position_0126_part_01_with_company.parquet,1,Vinted / Kleiderkreisel,linkedin.com/company/vinted,vinted kleiderkreisel,"Vilnius, Vilniaus, Lithuania",Northern Europe,Lithuania,Vilnius,vilnius metropolitan area,1.0904996,231844.0,Vinted UAB,231844.0,Vinted UAB,15-1252.00,Software Developers,,,,459510,Used Merchandise Retailers,Vinted UAB,"Vilnius, Vilniaus",,Lithuania,,vinted kleiderkreisel,vinted kleiderkreisel,http://linkedin.com/company/vinted,vinted.lt,Lithuania,,Lithuania,,Vinted,,"Vinted, UAB",FRIENDLY FASHION,individual_position_0126_part_01_with_company.parquet
489,individual_position_0126_part_01_with_company.parquet::14717,10810-63,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,AOL,linkedin.com/company/aol,aol,Bangalore,Southern Asia,India,Karnataka,bengaluru metropolitan area,1.2486088,7960535.0,Historic AOL LLC,252034.0,"Warner Bros. Discovery, Inc.",15-1252.00,Software Developers,,,,517810,All Other Telecommunications,Historic AOL LLC,"New York, NY",,India,,aol,aol,http://linkedin.com/company/aol,,India,Andhra Pradesh,India,,Nipuna Services,Nipuna,Nipuna Services Limited,,individual_position_0126_part_01_with_company.parquet
490,individual_position_0126_part_01_with_company.parquet::14728,64620-64,256535.0,fuzzy,100.0,individual_position_0126_part_01_with_company.parquet,3,Yoopies,linkedin.com/company/yoopies,yoopies,"Saint-Maur-des-Fossés, Île-de-France, France",Western Europe,France,Ile-de-France,paris metropolitan area,1.4917369,605595.0,Yoopies SAS,605595.0,Yoopies SAS,41-2012.00,Gambling Change Persons and Booth Cashiers,,,,517810,All Other Telecommunications,Yoopies SAS,"Paris, Île-de-France",,France,,yoopies,yoopies,http://linkedin.com/company/yoopies,yoopies.fr,France,,France,,Worklife (Business/Productivity Software),Worklife,Yoopies SAS,,individual_position_0126_part_01_with_company.parquet
491,individual_position_0126_part_01_with_company.parquet::14731,102606-13,,linkedin,100.0,individual_position_0126_part_01_with_company.parquet,1,Edgify,linkedin.com/company/edgifyai,edgify,London,Northern Europe,United Kingdom,England,london metropolitan area (united kingdom),1.0959738,461409.0,Edgify AI Ltd.,461409.0,Edgify AI Ltd.,13-1161.01,Search Marketing Strategists,,,,513210,Software Publishers,Edgify AI Ltd.,"London, England",,United Kingdom,,edgify,edgify,http://linkedin.com/company/edgifyai,edgify.ai,United Kingdom,England,United Kingdom,,Edgify,,Edgify AI Ltd.,Pixoneye,individual_position_0126_part_01_with_company.parquet
492,individual_position_0126_part_01_with_company.parquet::14743,56745-82,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Los Paisanos,,los paisanos,"Mérida, Yucatán, Mexico",Central America and the Caribbean,Mexico,Yucatan,merida metropolitan area,1.182098,93155182.0,Los Paisanos (93155182),93155182.0,Los Paisanos (93155182),27-3023.00,"News Analysts, Reporters, and Journalists",,,,,,Los Paisanos (93155182),"Brownsville, Texas",,Mexico,,los paisanos,los paisanos,http://linkedin.com/company/los-paisanos,,Mexico,,Mexico,,Bandtastic,,Crowdfunding México S.A.P.I. de C.V.,,individual_position_0126_part_01_with_company.parquet
